"created_date","modified_date","player_pk","player_id","team_id","player_handle","player_name"
2023-10-21 19:11:16.617 -0600,2023-10-21 19:11:16.617 -0600,60,109783448253640171,109783149221216052,Kisno,James Woo
2023-10-21 19:11:16.618 -0600,2023-10-21 19:11:16.618 -0600,61,109696722643910603,109696126554266494,Rin,Khalil Sahraoui
2023-10-21 19:11:16.619 -0600,2023-10-21 19:11:16.619 -0600,62,99566406463329124,104367068120825486,Wako,Wei-Yang Zou
2023-10-21 19:11:16.619 -0600,2023-10-21 19:11:16.619 -0600,63,99566404558953990,99566404578577099,Lindarang,Manheung Heo
2023-10-21 19:11:16.620 -0600,2023-10-21 19:11:16.620 -0600,64,99566404538001940,,Wiz,Na Yujun
2023-10-21 19:11:16.621 -0600,2023-10-21 19:11:16.621 -0600,65,98767975968177297,98767991926151025,Caps,Rasmus Borregaard Winther
2023-10-21 19:11:16.621 -0600,2023-10-21 19:11:16.621 -0600,66,110524169283193270,108403526900459473,Cast,Daniel Manousian
2023-10-21 19:11:16.622 -0600,2023-10-21 19:11:16.622 -0600,67,110383372476186075,104843437139220481,Wolfy,Valentin Eduardo Vignolo
2023-10-21 19:11:16.622 -0600,2023-10-21 19:11:16.622 -0600,68,109716206596346304,,Mortuario,Juan Jose Carrera Hurtado
2023-10-21 19:11:16.623 -0600,2023-10-21 19:11:16.623 -0600,69,109676454639702332,107598699275015260,Rahab,Ramiro Nicolas Puente
2023-10-21 19:11:16.623 -0600,2023-10-21 19:11:16.623 -0600,70,109675627129279585,101383792887446028,Ch1Chi,Chia-Chi Hsu
2023-10-21 19:11:16.624 -0600,2023-10-21 19:11:16.624 -0600,71,98926509875444898,,Potluck,Nicholas Pollock
2023-10-21 19:11:16.624 -0600,2023-10-21 19:11:16.624 -0600,72,98926509832738485,107580444745581889,Brandini,Brandon Chen
2023-10-21 19:11:16.625 -0600,2023-10-21 19:11:16.625 -0600,73,98926509782092600,98926509890832659,RyuArch,Sangwook Yoo
2023-10-21 19:11:16.625 -0600,2023-10-21 19:11:16.626 -0600,74,98767991811074372,,Olleh,Joo-sung Kim
2023-10-21 19:11:16.626 -0600,2023-10-21 19:11:16.626 -0600,75,98767991746528652,98926509892121852,Impact,Eon-Young Jeong
2023-10-21 19:11:16.627 -0600,2023-10-21 19:11:16.627 -0600,76,110536140884380252,110733870612047344,Frost1,Christian Rahaian
2023-10-21 19:11:16.627 -0600,2023-10-21 19:11:16.627 -0600,77,99566406035014855,103461966965149786,Achuu,Nicolaj Ellesgaard
2023-10-21 19:11:16.628 -0600,2023-10-21 19:11:16.628 -0600,78,98926509843809391,110428362822825796,Zeyzal,Tristan Stidam
2023-10-21 19:11:16.628 -0600,2023-10-21 19:11:16.628 -0600,79,98767991760367216,107456284318482723,sOAZ,Paul Boyer
2023-10-21 19:11:16.629 -0600,2023-10-21 19:11:16.629 -0600,80,98767975941793931,101157821459731619,seiya,Ali Bracamontes
2023-10-21 19:11:16.630 -0600,2023-10-21 19:11:16.630 -0600,81,110581865946952765,107574959289974368,Maikeu,Mikolaj  Styczen
2023-10-21 19:11:16.630 -0600,2023-10-21 19:11:16.630 -0600,82,110462943397555237,110383487456480967,Chirp,Duncan Zehnder
2023-10-21 19:11:16.631 -0600,2023-10-21 19:11:16.631 -0600,83,109675297218548283,107603596915629288,Clasicoz,Bayron Andres Zambrano Trillos
2023-10-21 19:11:16.631 -0600,2023-10-21 19:11:16.631 -0600,84,99566406289925827,99294153824386385,Chuz,Aaron Bland
2023-10-21 19:11:16.632 -0600,2023-10-21 19:11:16.632 -0600,85,99566404812992432,99124844356912967,kRYST4L,Pan Yang
2023-10-21 19:11:16.632 -0600,2023-10-21 19:11:16.632 -0600,86,99322214580759173,105515219038427019,Cabochard,Lucas  Simon-Meslet
2023-10-21 19:11:16.633 -0600,2023-10-21 19:11:16.633 -0600,87,99322214243134013,103935530333072898,promisq,Hampus  Abrahamsson
2023-10-21 19:11:16.634 -0600,2023-10-21 19:11:16.634 -0600,88,110442614728546763,107648168744912288,TheCheeng,Cheng Yiji
2023-10-21 19:11:16.634 -0600,2023-10-21 19:11:16.634 -0600,89,110734389154290474,110733889090164854,Max108,Maxime Lamothe
2023-10-21 19:11:16.635 -0600,2023-10-21 19:11:16.635 -0600,90,99921042942435093,101383792559569368,Unforgiven,Maximiliano Utrero
2023-10-21 19:11:16.635 -0600,2023-10-21 19:11:16.635 -0600,91,99566406315397881,,Claire,Brandon Nguyen
2023-10-21 19:11:16.636 -0600,2023-10-21 19:11:16.636 -0600,92,99322214660829968,102787200126663579,Xerxe,Andrei Dragomir
2023-10-21 19:11:16.636 -0600,2023-10-21 19:11:16.636 -0600,93,98767975960315466,103535282124208038,Chippys,Ryan Short
2023-10-21 19:11:16.637 -0600,2023-10-21 19:11:16.637 -0600,94,109817654267972260,109696126554266494,Deceiving,Ramy  Refaat
2023-10-21 19:11:16.637 -0600,2023-10-21 19:11:16.637 -0600,95,99566405658500449,99566405685700956,Smoke1,Mertkan Salman
2023-10-21 19:11:16.638 -0600,2023-10-21 19:11:16.638 -0600,96,99322214650476344,99322214681521780,Norskeren,Tore Hoel Eilertsen
2023-10-21 19:11:16.638 -0600,2023-10-21 19:11:16.638 -0600,97,99101098225032611,106972778172351142,Palafox,Cristian Palafox
2023-10-21 19:11:16.639 -0600,2023-10-21 19:11:16.639 -0600,98,99101098210866843,110534700622694005,PCL,Kostyantyn Dudarchuk
2023-10-21 19:11:16.639 -0600,2023-10-21 19:11:16.639 -0600,99,98926509798242286,,Solo,Colin Earnest
2023-10-21 19:11:16.640 -0600,2023-10-21 19:11:16.640 -0600,100,98767975973141639,,Biofrost,Vincent Wang
2023-10-21 19:11:16.641 -0600,2023-10-21 19:11:16.641 -0600,101,110536010772928950,109981647134921596,Bruhruto,Ivan Guan
2023-10-21 19:11:16.641 -0600,2023-10-21 19:11:16.641 -0600,102,99591620723806690,105521637552587612,Only35,Emin Aydın
2023-10-21 19:11:16.642 -0600,2023-10-21 19:11:16.642 -0600,103,99566405933319527,99566408219409348,Grell,Jesús Trujillo
2023-10-21 19:11:16.642 -0600,2023-10-21 19:11:16.642 -0600,104,98926509774348209,,Goldenglue,Greyson Gilmer
2023-10-21 19:11:16.643 -0600,2023-10-21 19:11:16.643 -0600,105,98767975908541399,,Alphari,Barney Morris
2023-10-21 19:11:16.643 -0600,2023-10-21 19:11:16.643 -0600,106,110734232688742144,110733881542862348,Antcliff,Logan Antcliff
2023-10-21 19:11:16.644 -0600,2023-10-21 19:11:16.644 -0600,107,99566406324269789,,rare7,Ronan Swingler
2023-10-21 19:11:16.644 -0600,2023-10-21 19:11:16.644 -0600,108,99322214246040423,102787200151698443,Innaxe,Nihat  Aliev
2023-10-21 19:11:16.645 -0600,2023-10-21 19:11:16.645 -0600,109,109857317926915507,105521419784127190,Minemany11,Dominik Nowacki
2023-10-21 19:11:16.645 -0600,2023-10-21 19:11:16.645 -0600,110,109698813812677747,109698855806033734,Annataqui,Anderson Nahum Talledo Quispe
2023-10-21 19:11:16.646 -0600,2023-10-21 19:11:16.646 -0600,111,99871276342168416,100205573495116443,Chovy,Jihun Jung
2023-10-21 19:11:16.646 -0600,2023-10-21 19:11:16.646 -0600,112,99566406283268035,,Swip3rR,Brandon Holland
2023-10-21 19:11:16.647 -0600,2023-10-21 19:11:16.647 -0600,113,98767975918707483,98767991954244555,Levi,Duy Khanh Do
2023-10-21 19:11:16.648 -0600,2023-10-21 19:11:16.648 -0600,114,109877988069186925,109981647134921596,Rain1,Dayu Pei
2023-10-21 19:11:16.648 -0600,2023-10-21 19:11:16.648 -0600,115,109859113634594972,109672618694070633,T0ki,Juan Esteban Pérez Benítez
2023-10-21 19:11:16.649 -0600,2023-10-21 19:11:16.649 -0600,116,109517025487758872,107067065368380132,Artoria,Alexis Diebold
2023-10-21 19:11:16.649 -0600,2023-10-21 19:11:16.649 -0600,117,99566405784238591,,Bazu,Andrés Felipe Núñez Campos
2023-10-21 19:11:16.650 -0600,2023-10-21 19:11:16.650 -0600,118,99566404797667829,,Zoom,Xingran  Han
2023-10-21 19:11:16.650 -0600,2023-10-21 19:11:16.650 -0600,119,99566404556524630,,Ghost,Yongjun Jang
2023-10-21 19:11:16.650 -0600,2023-10-21 19:11:16.650 -0600,120,99566404543972084,,Secret,Kiseon Park
2023-10-21 19:11:16.651 -0600,2023-10-21 19:11:16.651 -0600,121,99566404532924465,99566404579461230,Kiin,Kiin Kim
2023-10-21 19:11:16.652 -0600,2023-10-21 19:11:16.652 -0600,122,99485558922270088,104234362586443283,kev1n,Kevin Rubiszewski
2023-10-21 19:11:16.652 -0600,2023-10-21 19:11:16.652 -0600,123,98767991748917187,,Bjergsen,Søren Bjerg
2023-10-21 19:11:16.653 -0600,2023-10-21 19:11:16.653 -0600,124,109859153356671161,99566408356697119,CAMILO,Camilo Nicolau Blanchet
2023-10-21 19:11:16.653 -0600,2023-10-21 19:11:16.653 -0600,125,109828289393968653,107251245690956393,Gury,Luong Hai Long
2023-10-21 19:11:16.654 -0600,2023-10-21 19:11:16.654 -0600,126,99566408314042365,106806779752531762,Emp,Benjamín Ramírez
2023-10-21 19:11:16.654 -0600,2023-10-21 19:11:16.654 -0600,127,110541207920349533,106827765448944398,fyrk,Ryoga Kawasaki
2023-10-21 19:11:16.655 -0600,2023-10-21 19:11:16.655 -0600,128,110535478367289339,106827827857159558,Brucee,BRUCE SCOTT TORRES  NANO
2023-10-21 19:11:16.655 -0600,2023-10-21 19:11:16.655 -0600,129,109698816569892671,109698855806033734,Overload,Facundo Piccininno
2023-10-21 19:11:16.656 -0600,2023-10-21 19:11:16.656 -0600,130,109676532897209121,107599089191671351,Husky ,Javiera Soledad Machado Hernández
2023-10-21 19:11:16.656 -0600,2023-10-21 19:11:16.656 -0600,131,99566406484560238,106269859169658575,Atlen,Ya-Lun Sung
2023-10-21 19:11:16.657 -0600,2023-10-21 19:11:16.657 -0600,132,99566406483827119,107700204561086446,Hanabi,Chia-Hsiang Su
2023-10-21 19:11:16.657 -0600,2023-10-21 19:11:16.657 -0600,133,99322214234845496,,Ruin,Hyeongmin Kim
2023-10-21 19:11:16.658 -0600,2023-10-21 19:11:16.658 -0600,134,98926509803844880,105913221137618666,Big,Terry Chuong
2023-10-21 19:11:16.658 -0600,2023-10-21 19:11:16.658 -0600,135,98767975922428908,,Padden,Ege Acar Koparal
2023-10-21 19:11:16.659 -0600,2023-10-21 19:11:16.659 -0600,136,110416857049573479,107581750701049485,OscharBros,Oscar Miguel Lozano Garcia
2023-10-21 19:11:16.659 -0600,2023-10-21 19:11:16.659 -0600,137,109716208470583967,107582173169864040,Infamous,Abner Díaz Galván
2023-10-21 19:11:16.660 -0600,2023-10-21 19:11:16.660 -0600,138,109698648844289309,107582609836036013,Edo,Johan Daniel Diaz Vasquez
2023-10-21 19:11:16.660 -0600,2023-10-21 19:11:16.660 -0600,139,99566406291710740,110383487456480967,Rosey5,Andrew Rose
2023-10-21 19:11:16.661 -0600,2023-10-21 19:11:16.661 -0600,140,110548040198127155,106269859169658575,Shera,WINSTON YI SHENG TAI
2023-10-21 19:11:16.662 -0600,2023-10-21 19:11:16.662 -0600,141,110434101013364855,109480056092207899,Baldan,Giovani  Sanchez
2023-10-21 19:11:16.662 -0600,2023-10-21 19:11:16.662 -0600,142,109675194530936744,107582184905264520,Cristonex,Juan Carlos González Pontón
2023-10-21 19:11:16.663 -0600,2023-10-21 19:11:16.663 -0600,143,110734301564443322,110534732558665825,Burai,Anki Shen
2023-10-21 19:11:16.663 -0600,2023-10-21 19:11:16.663 -0600,144,99566406317824602,109696092218588987,Pabu,Jackson Pavone
2023-10-21 19:11:16.664 -0600,2023-10-21 19:11:16.664 -0600,145,99566406314527111,106972778172351142,FBI,Victor Huang
2023-10-21 19:11:16.664 -0600,2023-10-21 19:11:16.664 -0600,146,98926509785257793,99294153828264740,Ssumday,Chanho Kim
2023-10-21 19:11:16.665 -0600,2023-10-21 19:11:16.665 -0600,147,98767975961872793,98767991926151025,Hans Sama,Steven Liv
2023-10-21 19:11:16.665 -0600,2023-10-21 19:11:16.665 -0600,148,98767975913610880,99124844356912967,Mlxg,Shiyu Liu
2023-10-21 19:11:16.666 -0600,2023-10-21 19:11:16.666 -0600,149,110378665590552147,107416342401528388,nicolayi,Nicolayi Garkov
2023-10-21 19:11:16.666 -0600,2023-10-21 19:11:16.666 -0600,150,109897089125370726,,Goldenpenny,HUGO PILSTROM
2023-10-21 19:11:16.667 -0600,2023-10-21 19:11:16.667 -0600,151,110650593646695855,105520822049210915,Choi,Choi  Sung-Hyuk
2023-10-21 19:11:16.667 -0600,2023-10-21 19:11:16.667 -0600,152,99566404541748447,99566408358330419,Jelly,Hokyeong Son
2023-10-21 19:11:16.668 -0600,2023-10-21 19:11:16.668 -0600,153,98926509872843589,98926509887041994,MikeYeung,Michael Yeung
2023-10-21 19:11:16.669 -0600,2023-10-21 19:11:16.669 -0600,154,110534540983961624,110492173877838150,Nakyung,Na Kyung Kim
2023-10-21 19:11:16.669 -0600,2023-10-21 19:11:16.669 -0600,155,109783522072031875,110534728305628996,Voxtrik,Zak Sohrabi
2023-10-21 19:11:16.670 -0600,2023-10-21 19:11:16.670 -0600,156,109698823590321278,109698855806033734, khaN1996,Stwar Edinson Bolige Romero
2023-10-21 19:11:16.670 -0600,2023-10-21 19:11:16.670 -0600,157,99566404835201739,101428372605353526,LokeN,Dong-wook  Lee
2023-10-21 19:11:16.671 -0600,2023-10-21 19:11:16.671 -0600,158,99566404797325600,99124844356912967,xiyang,Bin Hu
2023-10-21 19:11:16.671 -0600,2023-10-21 19:11:16.671 -0600,159,99322214658989367,,Wadid,Baein Kim
2023-10-21 19:11:16.671 -0600,2023-10-21 19:11:16.671 -0600,160,99322214604295671,102787200136756173,Vizicsacsi,Tamás Kiss
2023-10-21 19:11:16.672 -0600,2023-10-21 19:11:16.672 -0600,161,98767975976872712,,Slow,Eduardo Garcés
2023-10-21 19:11:16.673 -0600,2023-10-21 19:11:16.673 -0600,162,110528392681443123,109828279319224248,Yuki ,Kiệt Nguyễn
2023-10-21 19:11:16.673 -0600,2023-10-21 19:11:16.673 -0600,163,109696466677668268,109696138543579708,Ajwad,Ajwad Wazzan
2023-10-21 19:11:16.674 -0600,2023-10-21 19:11:16.674 -0600,164,109691931003181723,109692071893352727,IC8,DING SHENG CHEN
2023-10-21 19:11:16.674 -0600,2023-10-21 19:11:16.674 -0600,165,109675769550330537,105709099258505657,CL0UD,Zhenwei Hu
2023-10-21 19:11:16.675 -0600,2023-10-21 19:11:16.675 -0600,166,99566404837520336,99566404847770461,Baolan,Liu-Yi Wang
2023-10-21 19:11:16.675 -0600,2023-10-21 19:11:16.675 -0600,167,99566404534366144,101388912911039804,Ucal,Woohyun Son
2023-10-21 19:11:16.676 -0600,2023-10-21 19:11:16.676 -0600,168,110428409962564179,109642690191894407,Pui,Ancuta Raul Andrei
2023-10-21 19:11:16.676 -0600,2023-10-21 19:11:16.676 -0600,169,109721322428556881,109696047948627764,Dean,Attia Haithem
2023-10-21 19:11:16.677 -0600,2023-10-21 19:11:16.677 -0600,170,109676573340434903,107598788926820994,Z03N,Enzo Rafael Ganino
2023-10-21 19:11:16.677 -0600,2023-10-21 19:11:16.677 -0600,171,99566406322745918,98767991921462763,Decoy,Daniel Ealam
2023-10-21 19:11:16.678 -0600,2023-10-21 19:11:16.678 -0600,172,98926509838831804,99294153824386385,Licorice,Eric Ritchie
2023-10-21 19:11:16.678 -0600,2023-10-21 19:11:16.678 -0600,173,98767975914916595,99566404853058754,Xiaohu,Yuanhao  Li
2023-10-21 19:11:16.679 -0600,2023-10-21 19:11:16.679 -0600,174,109697783437515998,109697686032800938,Djoksi,Petar Djordjevic
2023-10-21 19:11:16.679 -0600,2023-10-21 19:11:16.679 -0600,175,109696314990191330,109695910533747910,Maged,Maged Marwan
2023-10-21 19:11:16.680 -0600,2023-10-21 19:11:16.680 -0600,176,99566406474312906,,PK,Yu-Ting Hsieh
2023-10-21 19:11:16.680 -0600,2023-10-21 19:11:16.680 -0600,177,99566405673884850,105514907449611976,Maxi,Magnus Stenz Kristensen
2023-10-21 19:11:16.681 -0600,2023-10-21 19:11:16.681 -0600,178,99566405672409608,103495716886587312,Absolute,Batuhan Okta
2023-10-21 19:11:16.682 -0600,2023-10-21 19:11:16.682 -0600,179,99566404834405159,,icon,Tian-Yu  Xie
2023-10-21 19:11:16.682 -0600,2023-10-21 19:11:16.682 -0600,180,99566404539819076,98767991860392497,Ruby,Sol-min Lee
2023-10-21 19:11:16.683 -0600,2023-10-21 19:11:16.683 -0600,181,110454416579506544,110424397251619481,W1ND,Martin Prokopovic
2023-10-21 19:11:16.683 -0600,2023-10-21 19:11:16.683 -0600,182,109698276293008934,107582178455767077,Nagii,William Caiza
2023-10-21 19:11:16.684 -0600,2023-10-21 19:11:16.684 -0600,183,99566406480677699,,Rock,Chung-Ting Tsai
2023-10-21 19:11:16.684 -0600,2023-10-21 19:11:16.684 -0600,184,99566405655227893,,Naehyun,Naehyun You
2023-10-21 19:11:16.685 -0600,2023-10-21 19:11:16.685 -0600,185,99566405104539703,107829558090277757,Hooks,Osama Alkhalaileh
2023-10-21 19:11:16.685 -0600,2023-10-21 19:11:16.685 -0600,186,98767975963407611,103535282124208038,Shernfire,Shern Tai
2023-10-21 19:11:16.686 -0600,2023-10-21 19:11:16.686 -0600,187,98767975922221493,99124844353216570,Ambition,Chanyong Kang
2023-10-21 19:11:16.686 -0600,2023-10-21 19:11:16.686 -0600,188,109701737239945135,107179740624168899,Paul227,Paul Gurisch
2023-10-21 19:11:16.687 -0600,2023-10-21 19:11:16.687 -0600,189,109697728777241534,109697689430777005,ASTRO1,Mirnes Jahić
2023-10-21 19:11:16.687 -0600,2023-10-21 19:11:16.687 -0600,190,110516286276858435,105594163014588871,Bwezc,Manuel Monteiro
2023-10-21 19:11:16.688 -0600,2023-10-21 19:11:16.688 -0600,191,99566408548798069,107581765633427097,Zelt,Jairo Urbina
2023-10-21 19:11:16.689 -0600,2023-10-21 19:11:16.689 -0600,192,99566407771166805,109480204628225868,Ranger,Filipe Brombilla
2023-10-21 19:11:16.689 -0600,2023-10-21 19:11:16.689 -0600,193,99566406316982372,99566406332987990,Babip,Leo Romer
2023-10-21 19:11:16.690 -0600,2023-10-21 19:11:16.690 -0600,194,99566404552423929,,Kramer,Jonghoon  Ha
2023-10-21 19:11:16.690 -0600,2023-10-21 19:11:16.690 -0600,195,110473373169805235,105593182576105603,Peto,Peter Kollár
2023-10-21 19:11:16.691 -0600,2023-10-21 19:11:16.691 -0600,196,109749151366449336,109539675734129088,Aisu,Guillaume Giroux
2023-10-21 19:11:16.691 -0600,2023-10-21 19:11:16.691 -0600,197,99566408329067987,107598699275015260,Nothing, Brandon Merlo
2023-10-21 19:11:16.692 -0600,2023-10-21 19:11:16.692 -0600,198,99566407772587282,,BocaJR,Emerson Alencar
2023-10-21 19:11:16.692 -0600,2023-10-21 19:11:16.692 -0600,199,99566406028784612,,SnowFlower, Hoei-jong Noh
2023-10-21 19:11:16.693 -0600,2023-10-21 19:11:16.693 -0600,200,99566404820654675,99566404854685458,Tian,Tian-Liang Gao
2023-10-21 19:11:16.693 -0600,2023-10-21 19:11:16.693 -0600,201,99322214618656216,,Wunder,Martin Hansen
2023-10-21 19:11:16.694 -0600,2023-10-21 19:11:16.694 -0600,202,99322214600201548,,Hjarnan,Petter  Freyschuss
2023-10-21 19:11:16.694 -0600,2023-10-21 19:11:16.694 -0600,203,110466709774698826,109675490370327425,Eiko,Dai  PhuMon
2023-10-21 19:11:16.695 -0600,2023-10-21 19:11:16.695 -0600,204,99871276332909841,99566404579461230,Lehends,Siu Son
