"created_date","modified_date","game_pk","game_id","game_platform_id","game_year"
2023-10-21 20:52:17.968 -0600,2023-10-21 20:52:17.968 -0600,1,110378429158160389,ESPORTSTMNT01:3416295,2023
2023-10-21 20:52:17.972 -0600,2023-10-21 20:52:17.972 -0600,2,110471139171602607,ESPORTSTMNT02:3228341,2023
2023-10-21 20:52:17.974 -0600,2023-10-21 20:52:17.974 -0600,3,110535609417029691,ESPORTSTMNT04:2693199,2023
2023-10-21 20:52:17.975 -0600,2023-10-21 20:52:17.975 -0600,4,110847390580148354,ESPORTSTMNT01:3413275,2023
2023-10-21 20:52:17.976 -0600,2023-10-21 20:52:17.976 -0600,5,110413246204026226,ESPORTSTMNT01:3412587,2023
2023-10-21 20:52:17.978 -0600,2023-10-21 20:52:17.978 -0600,6,110825936252892815,LPL_A:342907,2023
2023-10-21 20:52:17.980 -0600,2023-10-21 20:52:17.980 -0600,7,110343648528824409,ESPORTSTMNT04:2691891,2023
2023-10-21 20:52:17.981 -0600,2023-10-21 20:52:17.981 -0600,8,110428848767941218,LPL_A:343889,2023
2023-10-21 20:52:17.983 -0600,2023-10-21 20:52:17.983 -0600,9,110378429158160213,ESPORTSTMNT01:3404678,2023
2023-10-21 20:52:17.984 -0600,2023-10-21 20:52:17.984 -0600,10,110371551279081926,ESPORTSTMNT03:3199206,2023
2023-10-21 20:52:17.986 -0600,2023-10-21 20:52:17.986 -0600,11,110574243271705495,ESPORTSTMNT01:3401949,2023
2023-10-21 20:52:17.987 -0600,2023-10-21 20:52:17.987 -0600,12,110378429158160304,ESPORTSTMNT03:3197763,2023
2023-10-21 20:52:17.989 -0600,2023-10-21 20:52:17.989 -0600,13,110425082379044731,ESPORTSTMNT01:3402119,2023
2023-10-21 20:52:17.990 -0600,2023-10-21 20:52:17.990 -0600,14,110371551279081945,ESPORTSTMNT06:2823450,2023
2023-10-21 20:52:17.992 -0600,2023-10-21 20:52:17.992 -0600,15,110371551279081998,ESPORTSTMNT02:3222394,2023
2023-10-21 20:52:17.993 -0600,2023-10-21 20:52:17.993 -0600,16,110755083390921842,ESPORTSTMNT03:3194842,2023
2023-10-21 20:52:17.995 -0600,2023-10-21 20:52:17.995 -0600,17,110425027634824111,ESPORTSTMNT06:2822284,2023
2023-10-21 20:52:17.996 -0600,2023-10-21 20:52:17.996 -0600,18,110343648528758789,ESPORTSTMNT06:2823290,2023
2023-10-21 20:52:17.997 -0600,2023-10-21 20:52:17.997 -0600,19,110371551279081966,ESPORTSTMNT02:3220856,2023
2023-10-21 20:52:17.999 -0600,2023-10-21 20:52:17.999 -0600,20,110428723805337025,ESPORTSTMNT03:3190919,2023
2023-10-21 20:52:18.000 -0600,2023-10-21 20:52:18.000 -0600,21,110429332689390745,ESPORTSTMNT06:2822099,2023
2023-10-21 20:52:18.002 -0600,2023-10-21 20:52:18.002 -0600,22,110395308895739916,ESPORTSTMNT02:3222043,2023
2023-10-21 20:52:18.003 -0600,2023-10-21 20:52:18.003 -0600,23,110574245860979958,ESPORTSTMNT03:3181911,2023
2023-10-21 20:52:18.004 -0600,2023-10-21 20:52:18.004 -0600,24,110428723805336993,ESPORTSTMNT03:3182799,2023
2023-10-21 20:52:18.006 -0600,2023-10-21 20:52:18.006 -0600,25,110574245860979964,ESPORTSTMNT03:3182464,2023
2023-10-21 20:52:18.007 -0600,2023-10-21 20:52:18.007 -0600,26,110343648528824373,ESPORTSTMNT06:2818454,2023
2023-10-21 20:52:18.008 -0600,2023-10-21 20:52:18.008 -0600,27,110428848767875132,LPL_B:328370,2023
2023-10-21 20:52:18.010 -0600,2023-10-21 20:52:18.010 -0600,28,110428603625878824,ESPORTSTMNT01:3394799,2023
2023-10-21 20:52:18.011 -0600,2023-10-21 20:52:18.011 -0600,29,110395308895739923,ESPORTSTMNT03:3179679,2023
2023-10-21 20:52:18.012 -0600,2023-10-21 20:52:18.012 -0600,30,110371551279081954,ESPORTSTMNT02:3217972,2023
2023-10-21 20:52:18.014 -0600,2023-10-21 20:52:18.014 -0600,31,110411420270240368,ESPORTSTMNT02:3218639,2023
2023-10-21 20:52:18.015 -0600,2023-10-21 20:52:18.015 -0600,32,110395308895739936,ESPORTSTMNT02:3216812,2023
2023-10-21 20:52:18.016 -0600,2023-10-21 20:52:18.016 -0600,33,110395308895674299,ESPORTSTMNT02:3214755,2023
2023-10-21 20:52:18.018 -0600,2023-10-21 20:52:18.018 -0600,34,107457033676741286,ESPORTSTMNT03:2549038,2023
2023-10-21 20:52:18.019 -0600,2023-10-21 20:52:18.019 -0600,35,109467357560064281,ESPORTSTMNT03:3094016,2023
2023-10-21 20:52:18.020 -0600,2023-10-21 20:52:18.020 -0600,36,108285920951532492,ESPORTSTMNT02:2775104,2023
2023-10-21 20:52:18.022 -0600,2023-10-21 20:52:18.022 -0600,37,105568157422080800,ESPORTSTMNT04:1481089,2023
2023-10-21 20:52:18.023 -0600,2023-10-21 20:52:18.023 -0600,38,106311748112079124,ESPORTSTMNT01:2138420,2023
2023-10-21 20:52:18.024 -0600,2023-10-21 20:52:18.024 -0600,39,106305935742475822,ESPORTSTMNT01:2030655,2023
2023-10-21 20:52:18.026 -0600,2023-10-21 20:52:18.026 -0600,40,102147203803367589,ESPORTSTMNT03:1114809,2023
2023-10-21 20:52:18.027 -0600,2023-10-21 20:52:18.027 -0600,41,105913088925085248,ESPORTSTMNT03:1816442,2023
2023-10-21 20:52:18.029 -0600,2023-10-21 20:52:18.029 -0600,42,104841804589544584,ESPORTSTMNT03:1552301,2023
2023-10-21 20:52:18.030 -0600,2023-10-21 20:52:18.030 -0600,43,104841804589413352,ESPORTSTMNT03:1530980,2023
2023-10-21 20:52:18.031 -0600,2023-10-21 20:52:18.031 -0600,44,110422923165247390,ESPORTSTMNT01:3382615,2023
2023-10-21 20:52:18.034 -0600,2023-10-21 20:52:18.034 -0600,45,104174992718947466,ESPORTSTMNT03:1404918,2023
2023-10-21 20:52:18.035 -0600,2023-10-21 20:52:18.035 -0600,46,110574243271639801,ESPORTSTMNT02:3211474,2023
2023-10-21 20:52:18.037 -0600,2023-10-21 20:52:18.037 -0600,47,109675807409404959,ESPORTSTMNT03:3124861,2023
2023-10-21 20:52:18.038 -0600,2023-10-21 20:52:18.038 -0600,48,104248884642363837,ESPORTSTMNT06:1310393,2023
2023-10-21 20:52:18.040 -0600,2023-10-21 20:52:18.040 -0600,49,106301901328161225,ESPORTSTMNT02:2074157,2023
2023-10-21 20:52:18.041 -0600,2023-10-21 20:52:18.041 -0600,50,109539799649228752,ESPORTSTMNT03:3120860,2023
2023-10-21 20:52:18.043 -0600,2023-10-21 20:52:18.043 -0600,51,107418445248148491,ESPORTSTMNT02:2558150,2023
2023-10-21 20:52:18.044 -0600,2023-10-21 20:52:18.044 -0600,52,102181142509022803,ESPORTSTMNT01:1155853,2023
2023-10-21 20:52:18.045 -0600,2023-10-21 20:52:18.045 -0600,53,108471075295615720,ESPORTSTMNT05:2942358,2023
2023-10-21 20:52:18.047 -0600,2023-10-21 20:52:18.047 -0600,54,108171648028291376,ESPORTSTMNT01:2905132,2023
2023-10-21 20:52:18.048 -0600,2023-10-21 20:52:18.048 -0600,55,107530554769004464,ESPORTSTMNT02:2660254,2023
2023-10-21 20:52:18.049 -0600,2023-10-21 20:52:18.049 -0600,56,110349992510464585,ESPORTSTMNT03:3169006,2023
2023-10-21 20:52:18.050 -0600,2023-10-21 20:52:18.050 -0600,57,108206686183472890,ESPORTSTMNT02:2965321,2023
2023-10-21 20:52:18.051 -0600,2023-10-21 20:52:18.051 -0600,58,109710208773793194,ESPORTSTMNT03:3093293,2023
2023-10-21 20:52:18.053 -0600,2023-10-21 20:52:18.053 -0600,59,109518697661991540,ESPORTSTMNT01:3303404,2023
2023-10-21 20:52:18.054 -0600,2023-10-21 20:52:18.054 -0600,60,107639438038238609,ESPORTSTMNT03:2544491,2023
2023-10-21 20:52:18.056 -0600,2023-10-21 20:52:18.056 -0600,61,109660199184603687,ESPORTSTMNT06:2773421,2023
2023-10-21 20:52:18.057 -0600,2023-10-21 20:52:18.057 -0600,62,108369517277043718,ESPORTSTMNT04:2290313,2023
2023-10-21 20:52:18.058 -0600,2023-10-21 20:52:18.058 -0600,63,102147201397267904,ESPORTSTMNT02:1114771,2023
2023-10-21 20:52:18.060 -0600,2023-10-21 20:52:18.060 -0600,64,104174613333926336,ESPORTSTMNT01:1433923,2023
2023-10-21 20:52:18.061 -0600,2023-10-21 20:52:18.061 -0600,65,108290534329220823,ESPORTSTMNT01:2902763,2023
2023-10-21 20:52:18.062 -0600,2023-10-21 20:52:18.062 -0600,66,109539770335869614,ESPORTSTMNT06:2775757,2023
2023-10-21 20:52:18.064 -0600,2023-10-21 20:52:18.064 -0600,67,108211175223241276,ESPORTSTMNT04:2450468,2023
2023-10-21 20:52:18.065 -0600,2023-10-21 20:52:18.065 -0600,68,109467087407753242,ESPORTSTMNT02:3158304,2023
2023-10-21 20:52:18.066 -0600,2023-10-21 20:52:18.066 -0600,69,102181142512430702,ESPORTSTMNT02:1113579,2023
2023-10-21 20:52:18.068 -0600,2023-10-21 20:52:18.068 -0600,70,108158210395838770,ESPORTSTMNT03:2799822,2023
2023-10-21 20:52:18.069 -0600,2023-10-21 20:52:18.069 -0600,71,107417059263300174,ESPORTSTMNT02:2575377,2023
2023-10-21 20:52:18.070 -0600,2023-10-21 20:52:18.070 -0600,72,107682708470039135,ESPORTSTMNT02:2673557,2023
2023-10-21 20:52:18.072 -0600,2023-10-21 20:52:18.072 -0600,73,107468370561257645,ESPORTSTMNT04:2170459,2023
2023-10-21 20:52:18.073 -0600,2023-10-21 20:52:18.073 -0600,74,101978171972931515,ESPORTSTMNT01:1121486,2023
2023-10-21 20:52:18.074 -0600,2023-10-21 20:52:18.074 -0600,75,103462454882440794,ESPORTSTMNT02:1291908,2023
2023-10-21 20:52:18.077 -0600,2023-10-21 20:52:18.077 -0600,76,110378429158094464,ESPORTSTMNT03:3165049,2023
2023-10-21 20:52:18.078 -0600,2023-10-21 20:52:18.078 -0600,77,106273298443276807,ESPORTSTMNT03:1962296,2023
2023-10-21 20:52:18.079 -0600,2023-10-21 20:52:18.079 -0600,78,104248884640266599,ESPORTSTMNT05:1540177,2023
2023-10-21 20:52:18.081 -0600,2023-10-21 20:52:18.081 -0600,79,107455808283131970,ESPORTSTMNT01:2810243,2023
2023-10-21 20:52:18.082 -0600,2023-10-21 20:52:18.082 -0600,80,109699002332890778,ESPORTSTMNT01:3311809,2023
2023-10-21 20:52:18.083 -0600,2023-10-21 20:52:18.083 -0600,81,108172713550656550,ESPORTSTMNT05:2940830,2023
2023-10-21 20:52:18.085 -0600,2023-10-21 20:52:18.085 -0600,82,105562556575697772,ESPORTSTMNT01:1721796,2023
2023-10-21 20:52:18.086 -0600,2023-10-21 20:52:18.086 -0600,83,108195478958402813,ESPORTSTMNT05:2780070,2023
2023-10-21 20:52:18.087 -0600,2023-10-21 20:52:18.087 -0600,84,103936903254753764,ESPORTSTMNT06:1190935,2023
2023-10-21 20:52:18.089 -0600,2023-10-21 20:52:18.089 -0600,85,102181142506335806,ESPORTSTMNT01:1134185,2023
2023-10-21 20:52:18.090 -0600,2023-10-21 20:52:18.090 -0600,86,102147202619973667,ESPORTSTMNT03:1141728,2023
2023-10-21 20:52:18.091 -0600,2023-10-21 20:52:18.091 -0600,87,102147202634063947,ESPORTSTMNT01:1156438,2023
2023-10-21 20:52:18.093 -0600,2023-10-21 20:52:18.093 -0600,88,103495781305067753,ESPORTSTMNT05:1430403,2023
2023-10-21 20:52:18.094 -0600,2023-10-21 20:52:18.094 -0600,89,106748850930288979,ESPORTSTMNT04:1880314,2023
2023-10-21 20:52:18.095 -0600,2023-10-21 20:52:18.095 -0600,90,107418445248279795,ESPORTSTMNT01:2780338,2023
